날짜,스타벅스,이벤트,기프티콘,카드,웃다,엄마,커피,카드지갑,아기,추첨
2016-01-01,32.71539,0.94331,2.35328,0.7984,0.10207,3.00587,0.80142,0.92645,0.26923,0.03298
2016-01-02,24.19909,0.87313,1.97048,0.607,0.1121,25.22289,0.85325,1.04395,0.27143,0.03455
2016-01-03,22.95135,0.86037,1.95499,0.61703,0.12213,53.53177,0.91011,1.15045,0.27174,0.0311
2016-01-04,24.73591,1.34252,3.04413,1.02534,0.15585,8.9306,1.0785,1.28176,0.29342,0.05026
2016-01-05,26.88139,1.35801,3.27837,0.97886,0.15676,3.26819,1.05149,1.21516,0.27771,0.04492
2016-01-06,23.66226,1.33978,3.16262,0.998,0.19686,3.20662,1.05997,1.24438,0.37542,0.04146
2016-01-07,24.7113,1.44186,2.98307,0.92144,0.17225,3.71587,1.10238,1.18029,0.39803,0.04775
2016-01-08,19.82427,1.24499,2.83907,0.87678,0.15858,3.59806,1.06908,1.08541,0.31164,0.04398
2016-01-09,17.16111,0.81207,1.95317,0.68265,0.13397,23.55125,0.92331,0.97891,0.25132,0.03235
2016-01-10,17.6159,0.79566,1.87661,0.70908,0.12577,32.19754,0.96195,1.18814,0.27803,0.04084
2016-01-11,19.64928,1.27963,2.84545,0.99526,0.16314,7.22,1.2381,1.17809,0.30222,0.05057
2016-01-12,19.24279,1.36986,2.83269,0.92873,0.17134,3.24086,1.12468,1.17715,0.33049,0.04932
2016-01-13,24.07422,1.36986,3.05963,0.98706,0.17681,2.70522,1.13851,1.19474,0.30944,0.0534
2016-01-14,33.67511,1.32064,2.89375,0.92873,0.17499,3.16169,1.06971,1.13788,0.29656,0.05183
2016-01-15,25.86698,1.25775,2.86367,0.89501,0.15585,3.60623,1.05463,0.96352,0.29719,0.04178
2016-01-16,17.84649,0.84944,1.86111,0.70361,0.11757,13.6455,0.91671,0.91608,0.25761,0.03173
2016-01-17,18.23476,0.85582,1.90486,0.72457,0.11119,30.38798,0.99022,1.14039,0.30065,0.0267
2016-01-18,19.16076,1.31973,2.92292,1.01349,0.14582,6.99915,1.16553,1.22741,0.2953,0.04492
2016-01-19,18.04792,1.49837,3.02044,1.01896,0.15129,3.16264,1.25255,1.23495,0.2997,0.04272
2016-01-20,19.85071,1.62141,2.90651,0.98615,0.18228,2.58081,1.12908,1.23244,0.28934,0.05277
2016-01-21,19.27378,1.27872,3.00312,0.92053,0.1996,3.08064,1.07599,1.19851,0.2975,0.04429
2016-01-22,18.25116,1.27416,2.94844,1.17026,0.144,5.21095,1.03986,1.054,0.29688,0.04743
2016-01-23,17.19301,0.82483,2.10993,0.72731,0.12668,21.26103,0.94436,1.03672,0.27614,0.02953
2016-01-24,17.95677,0.89774,1.95317,0.72731,0.12759,51.51455,1.01599,1.21391,0.28431,0.03455
2016-01-25,18.4772,1.34798,3.19634,1.08914,0.15767,8.16499,1.22427,1.22396,0.30002,0.0512
2016-01-26,18.68135,1.43001,3.10155,0.98342,0.17316,4.57447,1.1561,1.24187,0.28462,0.03958
2016-01-27,18.38332,1.3416,3.25012,0.99253,0.1841,3.14661,1.29433,1.23433,0.2818,0.04806
2016-01-28,19.60736,1.39902,3.30024,0.99162,0.14309,3.18494,1.18249,1.23401,0.31761,0.04523
2016-01-29,19.60553,1.21218,3.3048,0.89045,0.14309,5.90839,1.09358,1.185,0.27551,0.04052
2016-01-30,17.5758,0.84761,2.27763,0.69632,0.11757,24.47174,1.01284,1.31726,0.26923,0.03518
2016-01-31,17.67515,0.87222,2.08532,0.73186,0.13853,41.79699,1.05588,1.54786,0.29122,0.03581
2016-02-01,26.79845,1.31244,3.53266,0.95425,0.1522,9.19575,1.14542,1.39612,0.28996,0.04618
2016-02-02,38.53297,1.18484,3.6639,0.91233,0.14947,3.53743,1.14134,1.34083,0.2642,0.04366
2016-02-03,27.616,1.14474,3.77418,0.93876,0.15858,3.21447,1.46806,1.35842,0.24661,0.04586
2016-02-04,23.99219,1.24773,4.03211,0.95607,0.15676,2.91414,1.18532,1.24909,0.26703,0.04523
2016-02-05,23.58205,1.10555,4.65552,0.91688,0.13033,5.36458,0.85702,1.21202,0.26169,0.03769
2016-02-06,19.3157,0.76832,2.53465,0.75465,0.12304,30.63083,0.79042,1.10426,0.27426,0.03235
2016-02-07,19.42781,0.62067,2.15094,0.73642,0.11392,70.61575,0.74989,1.2538,0.25823,0.0223
2016-02-08,23.66408,0.58057,1.97231,0.73642,0.09478,11.0053,0.77283,1.13631,0.25195,0.0223
2016-02-09,19.54082,0.65439,2.10082,0.77744,0.13033,4.94737,0.84665,1.45015,0.26357,0.02701
2016-02-10,21.21874,0.7902,2.39156,0.89865,0.12395,5.05042,0.9563,1.62137,0.32326,0.03549
2016-02-11,21.92783,1.14474,3.73226,1.05906,0.18046,7.30859,1.07819,1.70902,0.32044,0.04209
2016-02-12,20.77488,1.27325,4.08862,1.04904,0.14856,11.44607,1.13819,1.65279,0.30316,0.05057
2016-02-13,18.56743,0.91324,4.27546,0.7665,0.09569,52.40174,0.97797,1.40366,0.28682,0.04398
2016-02-14,19.06871,0.93238,6.65609,0.80478,0.12213,71.7728,0.99839,1.72253,0.27457,0.03518
2016-02-15,26.77749,1.28874,3.81611,1.09279,0.17134,12.46929,1.2004,1.54849,0.31447,0.05183
2016-02-16,34.67949,1.40085,3.57094,1.04904,0.15311,4.76045,1.17087,1.59435,0.2752,0.05466
2016-02-17,26.32087,1.32429,3.58916,0.99162,0.16132,6.3036,1.15327,1.57959,0.30347,0.04995
2016-02-18,27.20859,1.3735,3.44607,0.95152,0.15858,5.66743,1.18877,1.53372,0.30159,0.05183
2016-02-19,22.42911,1.2532,3.52263,1.07638,0.14126,7.02239,1.08384,1.52649,0.28337,0.05026
2016-02-20,20.20069,0.83303,2.38974,0.72002,0.10572,81.09641,0.90195,1.43507,0.2664,0.03298
2016-02-21,19.45059,0.79384,2.41434,0.91233,0.14035,100,0.90603,1.67321,0.27614,0.03204
2016-02-22,21.57329,1.28418,3.704,1.23861,0.17954,15.17514,1.12091,1.51958,0.28117,0.05089
2016-02-23,21.57055,1.30241,3.55362,1.0855,0.16678,4.43027,1.47591,1.49791,0.2975,0.04146
2016-02-24,20.86056,1.2778,3.55818,0.9898,0.16223,3.9006,1.58838,1.50607,0.29122,0.05089
2016-02-25,20.41396,1.24955,3.66846,0.99709,0.15402,3.90751,1.28239,1.41842,0.2975,0.04712
2016-02-26,19.35672,1.18849,3.57732,0.94423,0.16678,4.67468,1.10521,1.30187,0.28022,0.04743
2016-02-27,18.37147,0.79475,2.27399,0.78746,0.13489,5.62501,0.92268,1.36219,0.26829,0.04084
2016-02-28,18.56743,0.73916,2.38518,0.75374,0.13124,4.73783,0.96446,1.52147,0.28494,0.03864
2016-02-29,24.03412,1.08094,3.03776,0.91962,0.16952,2.20916,1.10584,1.42628,0.29719,0.03769
2016-03-01,28.33602,0.97157,2.85,0.85035,0.12213,1.67258,1.12626,1.52995,0.27803,0.0468
2016-03-02,21.4466,1.1019,3.03684,0.90686,0.15858,1.17589,1.10238,1.30815,0.24912,0.03549
2016-03-03,20.20069,1.08185,3.07512,0.84761,0.13853,1.22364,1.09327,1.21925,0.24598,0.04429
2016-03-04,20.04119,1.1019,2.97851,0.84944,0.14764,1.14887,1.07945,1.1338,0.26012,0.04398
2016-03-05,23.21475,0.80296,2.41526,0.75738,0.11575,1.67823,1.16176,1.27171,0.27771,0.03173
2016-03-06,24.06966,0.82118,2.34508,0.80842,0.13397,1.5023,1.20197,1.409,0.29373,0.03267
2016-03-07,23.91654,1.18666,2.9694,0.88863,0.15311,1.03295,1.21705,1.36313,0.28965,0.03864
2016-03-08,22.54486,1.24044,2.98216,0.93329,0.17772,0.89064,1.22522,1.34554,0.28148,0.04178
2016-03-09,20.51695,1.27598,2.94023,0.94605,0.17863,0.83566,1.23495,1.3468,0.25729,0.03864
2016-03-10,19.99835,1.27598,3.41964,1.04722,0.1604,0.80833,1.14668,1.21171,0.30599,0.04775
2016-03-11,19.70397,1.28874,3.16627,0.98524,0.11666,0.76906,1.08573,1.19788,0.29656,0.03801
2016-03-12,20.01111,0.90686,2.86732,0.75374,0.15038,1.01441,0.96289,1.21611,0.28588,0.03047
2016-03-13,21.68539,0.90412,4.7257,0.82848,0.16132,1.05934,1.05054,1.49822,0.33426,0.03769
2016-03-14,23.71603,1.24044,9.22265,0.93967,0.17772,0.77471,1.18689,1.39612,0.26483,0.04335
2016-03-15,19.07418,1.30606,3.51352,0.92144,0.16223,0.66915,1.17935,1.34397,0.2598,0.04429
2016-03-16,18.39243,1.19304,3.07512,0.90321,0.18775,0.71659,1.11338,1.34585,0.26766,0.04743
2016-03-17,19.45788,1.26504,2.80808,0.83577,0.17134,0.75523,1.0983,1.23904,0.28588,0.03958
2016-03-18,19.47064,1.14747,3.04413,0.96974,0.14856,0.71816,1.07065,1.05526,0.26672,0.04209
2016-03-19,19.42234,0.74645,2.22568,0.81298,0.13762,0.87336,0.88467,1.10207,0.29091,0.03738
2016-03-20,19.42234,0.85308,2.15368,0.91415,0.144,0.93179,1.00059,1.35088,0.29248,0.03926
2016-03-21,47.19237,1.17481,2.84636,1.02808,0.17043,0.69177,1.0851,1.26229,0.31007,0.03518
2016-03-22,95.32988,1.24044,2.86641,0.99891,0.15402,0.70748,1.18783,1.26354,0.28808,0.03895
2016-03-23,35.89168,1.1575,2.99036,1.00347,0.17316,0.6902,1.16333,1.22584,0.28714,0.04178
2016-03-24,28.35698,1.23861,2.7461,0.96063,0.1759,0.78257,1.12908,1.13034,0.2997,0.03926
2016-03-25,28.29409,1.12469,2.73881,0.98068,0.16132,0.73953,1.03452,1.09138,0.28745,0.04178
2016-03-26,27.33892,0.78017,2.06163,0.74189,0.14126,0.87807,0.93305,1.0939,0.3107,0.03267
2016-03-27,23.72606,0.73733,1.97595,0.76832,0.17043,1.00311,0.97326,1.25537,0.31855,0.0311
2016-03-28,21.83304,1.15476,2.88919,0.98433,0.18866,0.77722,1.16584,1.21045,0.33426,0.03644
2016-03-29,21.54959,1.23588,2.89557,0.85946,0.16587,0.72319,1.20134,1.2714,0.34463,0.04743
2016-03-30,19.50983,1.15294,3.1134,0.82756,0.17316,0.72288,1.11243,1.20008,0.34808,0.04461
2016-03-31,19.53718,1.23861,3.03411,0.89774,0.17134,0.64088,1.05871,1.11714,0.31761,0.04115
2016-04-01,21.67081,1.23953,3.59372,0.91324,0.15767,0.60004,0.99399,1.10646,0.3151,0.03361
2016-04-02,20.2016,0.74736,2.27034,0.73642,0.12851,0.96446,0.89441,1.08824,0.31761,0.03047
2016-04-03,20.57528,0.76103,2.15368,0.86858,0.16587,2.19691,1.03923,1.56325,0.38453,0.02827
2016-04-04,18.95934,1.13289,3.06601,0.86311,0.17043,0.77345,1.15987,1.29967,0.32798,0.04178
2016-04-05,18.82171,1.21401,2.97942,0.8941,0.17954,0.62863,1.14416,1.19349,0.30724,0.03832
2016-04-06,18.21562,1.18302,2.93476,0.82848,0.1841,0.65565,1.12563,1.13474,0.32138,0.04335
2016-04-07,18.06341,1.21674,2.9056,0.85855,0.16314,0.60287,1.16772,1.14605,0.34337,0.04398
2016-04-08,16.977,1.08732,3.10064,0.85764,0.15402,0.61418,0.99557,1.16364,0.30379,0.04178
2016-04-09,18.05339,0.69632,2.18467,0.71819,0.11848,0.77188,0.93085,1.27171,0.33269,0.02701
2016-04-10,18.13177,0.76012,2.14092,0.74554,0.14126,1.03641,0.96384,1.37318,0.33615,0.02733
2016-04-11,17.67241,1.22677,2.94023,0.926,0.1522,0.63837,1.13348,1.31664,0.34808,0.03864
2016-04-12,20.46774,1.28236,3.01679,0.86311,0.1522,0.60507,1.05714,1.21265,0.34274,0.05434
2016-04-13,19.14709,0.9661,2.28492,0.83941,0.14582,0.66853,0.95064,1.36502,0.3663,0.04272
2016-04-14,17.33154,1.13653,2.85,0.83394,0.18775,0.59061,1.00688,1.16678,0.3396,0.04743
2016-04-15,17.95495,1.14565,2.94844,0.84123,0.15311,0.80864,0.99745,1.18532,0.28871,0.04461
2016-04-16,17.90118,0.77379,2.23571,0.73551,0.15038,0.7634,0.94404,1.18752,0.32264,0.03581
2016-04-17,18.6932,0.77744,2.09535,0.72002,0.1677,0.80518,1.04457,1.30501,0.33363,0.03549
2016-04-18,31.97896,1.20125,3.08788,0.9023,0.16587,0.62737,1.24469,1.36313,0.35374,0.03518
2016-04-19,40.32665,1.2933,3.00586,0.89683,0.19868,0.6214,1.17212,1.32732,0.333,0.03424
2016-04-20,25.83873,1.32064,3.06965,0.92782,0.16952,0.59187,1.17715,1.23087,0.31478,0.03455
2016-04-21,23.00239,1.25502,2.94661,0.90321,0.15676,0.63271,1.27203,1.23338,0.31541,0.03895
2016-04-22,22.47195,1.20763,2.93568,0.85308,0.12942,0.66601,1.0562,1.13662,0.30881,0.04178
2016-04-23,21.3345,0.89136,2.16188,0.75465,0.11757,0.73544,1.02541,1.15076,0.31164,0.03015
2016-04-24,21.34726,0.86493,2.13818,0.74554,0.14491,0.81775,1.06468,1.27674,0.344,0.02733
2016-04-25,20.58075,1.25502,2.93294,0.98706,0.16952,0.60601,1.19349,1.2692,0.33238,0.04398
2016-04-26,21.00092,1.45644,2.86185,1.0381,0.17316,0.73167,1.18092,1.3047,0.36976,0.04963
2016-04-27,21.17044,1.3808,2.83086,1.05086,0.16405,0.69177,1.28176,1.27862,0.41626,0.04806
2016-04-28,19.45971,1.21583,2.74792,0.97339,0.17225,0.87933,1.10835,1.17244,0.34369,0.0468
2016-04-29,18.03971,1.20216,2.84453,0.91415,0.144,0.77848,1.03421,1.08353,0.32923,0.04932
2016-04-30,18.35871,0.84488,2.02152,0.67718,0.11848,0.93525,0.96509,1.05274,0.34086,0.03644
2016-05-01,19.49434,1.00711,2.27672,0.72822,0.17043,0.88467,1.03138,1.24564,0.34997,0.03047
2016-05-02,19.46426,1.40176,3.14713,0.82027,0.1677,0.8988,1.16992,1.24501,0.36316,0.04618
2016-05-03,26.16319,1.38444,3.27199,0.86129,0.15858,0.90823,1.27674,1.26103,0.3685,0.04178
2016-05-04,19.05139,1.33887,3.62927,0.80751,0.14126,0.67418,1.06217,1.12531,0.30819,0.04492
2016-05-05,18.70505,0.8221,2.81993,0.8704,0.11939,0.86707,0.95221,1.07505,0.3063,0.03078
2016-05-06,18.62849,0.85399,2.30771,0.60335,0.14035,0.95472,1.10426,1.15296,0.35122,0.03078
2016-05-07,18.55649,0.68538,2.40523,0.55323,0.1522,1.06657,0.9431,1.08259,0.32295,0.03173
2016-05-08,18.13815,0.70543,2.76068,0.74371,0.144,1.30595,0.98206,1.13914,0.35876,0.03267
2016-05-09,18.74515,1.25684,3.10338,0.73369,0.15038,0.88058,1.21611,1.29087,0.36096,0.04492
2016-05-10,18.92835,1.27507,3.02408,0.86858,0.17499,0.74958,1.43539,1.28334,0.41531,0.04398
2016-05-11,21.24609,1.33978,3.09609,0.92144,0.17499,0.70434,1.22584,1.22333,0.37322,0.04398
2016-05-12,23.44261,1.32611,3.69762,0.89774,0.17043,0.688,1.25726,1.17589,0.33897,0.04869
2016-05-13,23.58114,1.17937,4.3347,0.73916,0.14673,0.73073,1.07662,0.98111,0.31855,0.03895
2016-05-14,21.11849,0.74736,2.57293,0.58421,0.14035,0.96949,0.88718,0.95661,0.30473,0.0333
2016-05-15,19.88898,0.73004,3.17629,0.62067,0.18501,0.88687,0.9874,1.33203,0.34494,0.03047
2016-05-16,20.41852,1.28418,3.46065,0.94331,0.17499,0.70905,1.1162,1.338,0.3528,0.03612
2016-05-17,18.84176,1.26687,2.74337,0.86584,0.18501,0.6723,1.06814,1.17244,0.34651,0.04178
2016-05-18,24.25377,1.17026,2.73152,0.82574,0.16496,0.67449,1.04834,1.15013,0.32546,0.04272
2016-05-19,22.75449,1.18757,2.7297,0.78655,0.18228,0.67387,1.03138,1.10458,0.31792,0.04492
2016-05-20,20.93712,1.06271,2.84453,0.70908,0.17316,0.68046,0.97357,1.10395,0.28557,0.04115
2016-05-21,20.5926,0.75647,1.88846,0.55687,0.16132,0.77283,0.87556,1.0474,0.32955,0.03455
2016-05-22,20.56526,0.77561,1.86385,0.54138,0.16952,0.80299,0.95849,1.23684,0.36285,0.03298
2016-05-23,20.04484,1.24591,2.76524,0.83759,0.19777,0.70245,1.17181,1.33109,0.333,0.04084
2016-05-24,18.4535,1.2295,2.67957,0.72822,0.17772,0.65313,1.19883,1.2381,0.33803,0.04366
2016-05-25,19.86711,1.20489,2.75704,0.7428,0.19322,0.63428,1.11055,1.18406,0.31321,0.04272
2016-05-26,19.55449,1.19487,2.6978,0.74007,0.20142,0.6924,1.05777,1.16804,0.32892,0.04115
2016-05-27,18.98759,1.13653,2.64402,0.64619,0.17225,0.90603,0.94593,1.08196,0.3129,0.03864
2016-05-28,18.92744,0.76285,1.84744,0.5432,0.1604,0.84917,0.91168,1.00593,0.28305,0.03424
2016-05-29,18.79984,0.72731,1.84197,0.52133,0.19139,0.79984,1.08479,1.26731,0.34463,0.03455
2016-05-30,18.72693,1.16843,2.85,0.73551,0.17772,0.66256,1.11212,1.21768,0.33709,0.03801
2016-05-31,19.97466,1.17846,2.93385,0.76012,0.14764,0.63554,1.17621,1.22364,0.35311,0.04303
2016-06-01,19.82519,1.21674,3.19178,0.78382,0.20051,0.70937,1.09735,1.27925,0.33457,0.04932
2016-06-02,19.21089,1.27872,3.05234,0.73278,0.1841,0.59721,1.11589,1.24312,0.31572,0.04523
2016-06-03,18.21471,1.10464,3.01041,0.63525,0.16496,0.64968,0.94373,1.11934,0.29562,0.04523
2016-06-04,18.01784,0.70361,2.04613,0.55687,0.15311,0.84383,0.87147,1.11275,0.31949,0.0267
2016-06-05,20.21801,0.72548,1.89575,0.54229,0.11483,0.74455,0.95724,1.19631,0.32201,0.03204
2016-06-06,21.96155,0.85764,1.98598,0.57692,0.18046,0.94404,1.05086,1.26354,0.35908,0.03612
2016-06-07,33.96039,1.18211,2.96758,0.78655,0.20598,0.75461,1.10521,1.2758,0.33709,0.05529
2016-06-08,51.03947,1.3015,2.78256,0.76468,0.19504,0.67135,1.23244,1.26323,0.35154,0.04523
2016-06-09,26.04197,1.16479,3.00221,0.72731,0.22147,0.72036,1.10112,1.24155,0.34054,0.04963
2016-06-10,23.36878,1.03172,2.91745,0.70088,0.17225,0.60192,1.01881,1.18406,0.29782,0.04209
2016-06-11,21.96702,0.72093,2.09535,0.63708,0.16496,0.74267,0.88938,1.17684,0.31038,0.03173
2016-06-12,20.37021,0.751,2.15641,0.63525,0.19686,0.86111,0.98268,1.41277,0.34117,0.03455
2016-06-13,19.60553,1.20489,2.98398,0.76012,0.18228,0.68361,1.1118,1.41591,0.34431,0.0512
2016-06-14,20.06762,1.24682,2.9457,0.65713,0.20415,0.71973,1.10646,1.44795,0.32452,0.04775
2016-06-15,18.8846,1.31973,2.91836,0.7583,0.17408,0.60758,1.21296,1.37695,0.32546,0.04429
2016-06-16,17.82371,1.25866,3.00494,0.70817,0.17408,0.61638,1.55697,1.33203,0.28211,0.04209
2016-06-17,16.8257,1.03263,2.6978,0.69814,0.19322,0.56705,1.04018,1.25412,0.30913,0.03895
2016-06-18,18.09349,0.69632,1.92309,0.50583,0.14856,0.81524,0.85922,1.15139,0.3041,0.03518
2016-06-19,17.11554,0.79658,1.90213,0.56872,0.19868,0.72036,1.14825,1.31098,0.3308,0.02607
2016-06-20,17.48557,1.32429,2.96393,0.72275,0.1996,0.61795,1.06217,1.33297,0.33112,0.03926
2016-06-21,18.75609,1.3571,2.58478,0.74736,0.1996,0.57742,1.03578,1.2293,0.29499,0.03769
2016-06-22,24.94827,1.37624,2.72423,0.73551,0.19413,0.66633,1.06625,1.26857,0.31258,0.04209
2016-06-23,26.60979,1.21583,2.77982,0.76285,0.17772,0.65816,1.06217,1.17212,0.29342,0.049
2016-06-24,21.94697,1.11739,2.71694,0.66442,0.16952,0.75084,1.01347,1.11212,0.29248,0.04272
2016-06-25,20.51877,0.69632,2.1236,0.52133,0.13762,0.75303,0.90006,1.05997,0.24975,0.03078
2016-06-26,19.2355,0.72184,1.78638,0.46664,0.17225,0.80079,0.93713,1.18092,0.30661,0.02576
2016-06-27,18.49269,1.20945,2.98216,0.70361,0.19595,0.62109,0.99054,1.24595,0.3063,0.03424
2016-06-28,19.80058,1.2778,2.97669,0.7829,0.19322,0.62172,1.1338,1.21359,0.30787,0.03518
2016-06-29,16.65436,1.15021,2.9138,0.74918,0.1759,0.64748,1.10049,1.24281,0.28619,0.04052
2016-06-30,18.00235,1.19395,2.98945,0.70634,0.16587,0.62611,1.05683,1.17307,0.28619,0.0468
2016-07-01,18.22656,1.20945,3.22004,0.77197,0.15402,0.64402,0.91985,1.0917,0.28211,0.04084
